Id,SoundName,FileName,FadeInSeconds,FadeOutSeconds,Loop,MaxDistance,MuteInSoundGroup,PanStereo,Pitch,Priority,SpatialBlend,Time,VolumeInSoundGroup
68,怪物剧场背景音乐,BGM/Battle/GWJC/BGM_Maze_Battle_GWJC02_2.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
69,怪物剧场背景音乐,BGM/UI_MazeMainUI/GWJC/BGM_Maze_Main_GWJC03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
70,怪物剧场背景音乐,BGM/Battle/GWJC/BGM_Maze_Battle_GWJC03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
71,怪物剧场背景音乐,BGM/UI_MazeMainUI/GWJC/BGM_Maze_Main_GWJC03_2.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
72,怪物剧场背景音乐,BGM/Battle/GWJC/BGM_Maze_Battle_GWJC03_2.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
73,弥心rpg战斗背景音乐,BGM/Battle/Challenge_03/ChallengeBttle03_01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
74,恶域蚀入背景音乐,BGM/UI_EvilErosion/BGM_EvilErosionUI_01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
75,恶域蚀入背景音乐,BGM/UI_EvilErosion/BGM_EvilErosionUI_02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
76,恶域蚀入背景音乐,BGM/UI_EvilErosion/BGM_EvilErosionUI_03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
77,恶域蚀入背景音乐,BGM/UI_EvilErosion/BGM_EvilErosionUI_04.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
78,永冻神国背景音乐,BGM/UI_MazeMainUI/YDSG/BGM_Maze_Main_YDSG01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
79,永冻神国战斗音乐,BGM/Battle/YDSG/BGM_Maze_Battle_YDSG01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
80,永冻神国背景音乐,BGM/UI_MazeMainUI/YDSG/BGM_Maze_Main_YDSG02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
81,永冻神国战斗音乐,BGM/Battle/YDSG/BGM_Maze_Battle_YDSG02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
100,无BGM,BGM/UI_Dating/Common/BGM_Common_Mute.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,1
101,危险气息,BGM/UI_Dating/Serious/BGM_Dating_Danger.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
102,热闹的餐馆,BGM/UI_Dating/Gentle/BGM_Dating_Restaurant.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
103,夏日阳光,BGM/UI_Dating/Gentle/BGM_Dating_SummerSunshine.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
104,约会日常,BGM/UI_Dating/Happy/BGM_Dating_Scene_DailyLife.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
105,危险的冲突,BGM/UI_Dating/Serious/BGM_Dating_Scene_Conflict.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
106,Saki-餐厅的钢琴演奏,BGM/UI_Dating/Gentle/BGM_Dating_Saki_PianoInRestaurant.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,1
107,暧昧的气氛,BGM/UI_Dating/Sexy/BGM_Dating_Ambient_Seductive.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
108,Hoshi-彩虹与未来,BGM/UI_Dating/For_one/BGM_Dating_Hoshi_OurFuture.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
109,拉薇拉-军人的准则,BGM/UI_Dating/For_one/BGM_Dating_Lavira_SoldierSpirit.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
201,主线日常,BGM/UI_Dating/Happy/BGM_MainStory_Scene_DailyLife.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
202,紧张或疑虑,BGM/UI_Dating/Serious/BGM_MainStory_Ambient_NervousOrWondering.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
203,温暖的回忆,BGM/UI_Dating/Gentle/BGM_MainStory_Ambient_WarmMemory.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
204,教堂一,BGM/UI_Dating/Serious/BGM_MainStory_Scene_ChurchSeg1.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
205,教堂二,BGM/UI_Dating/Serious/BGM_MainStory_Scene_ChurchSeg2.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
206,教堂三,BGM/UI_Dating/Serious/BGM_MainStory_Scene_ChurchSeg3.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
207,梦境,BGM/UI_Dating/Gentle/BGM_MainStory_Scene_Dream.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
208,有趣的场景一,BGM/UI_Dating/Happy/BGM_MainStory_Scene_Interesting1.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
209,有趣的场景二,BGM/UI_Dating/Happy/BGM_MainStory_Scene_Interesting2.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
210,普通战斗一,BGM/UI_Dating/Serious/BGM_MainStory_Scene_Battle01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
211,严肃讨论,BGM/UI_Dating/Serious/BGM_Story_Ambient_SeriousDiscussion.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
212,安慰某人,BGM/UI_Dating/Gentle/BGM_Story_Scene_ComfortSomeone.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
213,序章对话01,BGM/UI_Dating/Serious/BGM_Story_Ambient_Prelude01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
214,序章-BGM1,BGM/Prologue/BGM_Story_Prologue_01_02.ogg,3,3,TRUE,100,FALSE,0,1,0,0,0,0.6
215,序章-BGM2,BGM/Prologue/BGM_Story_Prologue_03_04.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
216,序章-BGM3,BGM/Prologue/BGM_Story_Prologue_05_06.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
217,序章-BGM4,BGM/Prologue/BGM_Story_Prologue_07_10.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
218,序章-BGM5,BGM/Prologue/BGM_Story_Prologue_11_12.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
219,序章-BGM6,BGM/Prologue/BGM_Story_Prologue_13_16.ogg,1,3,TRUE,100,FALSE,0,1,0,0,0,0.6
220,序章-BGM7,BGM/Prologue/BGM_Story_Prologue_17_18.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
221,序章-BGM8,BGM/Prologue/BGM_Story_Prologue_19_22.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
222,序章-BGM9,BGM/Prologue/BGM_Story_Prologue_23_24.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
223,序章-BGM10,BGM/Prologue/BGM_Story_Prologue_25_26.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
224,序章-BGM11,BGM/Prologue/BGM_Story_Prologue_27_28.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
225,序章-BGM12,BGM/Prologue/BGM_Story_Prologue_29_30.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
226,序章-BGM13,BGM/Prologue/BGM_Story_Prologue_31_32.ogg,2,3,TRUE,100,FALSE,0,1,0,0,0,0.6
227,旧主城白天音乐,BGM/UI_Dating/Sad/BGM_Story_HeroMemory.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
228,高档餐厅的音乐,BGM/UI_Dating/Gentle/BGM_Story_ElegantJazz.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
229,舞会或宴会的音乐,BGM/UI_Dating/Happy/BGM_Story_WaltzDance.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
230,恐怖或压抑的音乐,BGM/UI_Dating/Serious/BGM_Story_HorribleAmbience.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
231,遥远的回忆,BGM/UI_Dating/Gentle/BGM_Story_ChildhoodMemory.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
232,最后的希望,BGM/UI_Dating/Exciting/BGM_Story_LastHope.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
233,孤独,BGM/UI_Dating/Sad/BGM_Story_Lonely.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
234,穿越时空的浪漫,BGM/UI_Dating/Gentle/BGM_Story_HistoryRomance.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
235,神纳木弁天角色歌,BGM/UI_Dating/For_one/BGM_Character_BentenSong.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
236,叙事紧凑,BGM/UI_Dating/Serious/BGM_Story_Compact.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
237,低迷,BGM/UI_Dating/Sad/BGM_Story_Downturn.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.8
301,关卡选择音乐,BGM/UI_MazeSelectLevelUI/JMMG/BGM_Maze_LevelSelect_Forest01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
302,关卡选择音乐,BGM/UI_MazeSelectLevelUI/ZMZD/BGM_Maze_LevelSelect_Forest02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
303,关卡选择音乐,BGM/UI_MazeSelectLevelUI/JSLG/BGM_Maze_LevelSelect_BehemothVally.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
304,关卡选择音乐,BGM/UI_MazeSelectLevelUI/XJFX/BGM_Maze_LevelSelect_XJFX.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
305,关卡选择音乐,BGM/UI_MazeSelectLevelUI/GWJC/BGM_Maze_LevelSelect_GWJC.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
306,关卡选择音乐,BGM/UI_MazeSelectLevelUI/YDSG/BGM_Maze_LevelSelect_YDSG.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
401,试炼音乐,BGM/UI_ChallengeListUI/ChallengeListUI.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
402,试炼音乐,BGM/Battle/Challenge_01/ChallengeBttle01_01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
403,试炼音乐,BGM/Battle/Challenge_02/ChallengeBttle02_01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
404,试炼音乐,BGM/Battle/WorldBoss/WorldBoss01_01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
405,试炼音乐,BGM/UI_MazeMainUI/XKMB/BGM_Maze_Main_XKMB01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
406,试炼音乐,BGM/UI_MazeMainUI/JJKH/BGM_Maze_Main_JJKH01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
407,活动1 日常平和的探索,BGM/Activity01/BGM_Activity01_Exp01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
408,活动1 诡异的探索,BGM/Activity01/BGM_Activity01_Exp02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
409,活动1 紧张的探索,BGM/Activity01/BGM_Activity01_Exp03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
410,活动1 rpg战斗,BGM/Activity01/BGM_Activity01_Battle01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.3
411,活动1 主界面,BGM/Activity01/BGM_Activity01_MainUI.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
412,活动1 挑战待机界面,BGM/Activity01/BGM_Activity01_Challenge01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
413,活动2 主界面,BGM/Activity02/BGM_Activity02_MainUI.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
414,活动2 探索,BGM/Activity02/BGM_Activity02_Exp01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
415,活动2 战斗,BGM/Activity02/BGM_Activity02_Battle01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.4
416,熊猫活动 主界面和探索,BGM/Activity03/BGM_Activity03_Exp.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
417,熊猫活动 战斗,BGM/Activity03/BGM_Activity03_Battle.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.4
418,梦见活动 主界面和探索,BGM/Activity03/BGM_Activity04_Exp.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
419,梦见v2,BGM/Activity03/BGM_Activity05_DreamLandv2.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
420,剧情挑战,BGM/Activity03/BGM_Activity06_Plot.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,1
421,梦见v3,BGM/Activity03/BGM_Activity05_DreamLandv3.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
422,弛豫之末,BGM/Activity04/BGM_Activity04_MistActivity01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
423,弛豫之末,BGM/Activity04/BGM_Activity04_MistActivity02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
424,弛豫之末,BGM/Activity04/BGM_Activity04_MistActivity03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
425,弛豫之末,BGM/Activity04/BGM_Activity04_MistActivity04.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
426,逆转偶戏BGM,BGM/Activity01/BGM_Activity01_Challenge02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
427,弥心活动 主界面,BGM/Activity05/BGM_Activity05_EtsukazuMikoActivity01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
428,乐幻天行内BGM-白天,BGM/Activity05/BGM_Activity05_EtsukazuMikoActivity02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
429,乐幻天行内BGM-黑夜,BGM/Activity05/BGM_Activity05_EtsukazuMikoActivity03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
430,怪物学院-主题,BGM/Activity06/BGM_Activity06_Monsterlyceum01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
431,怪物学院-变奏,BGM/Activity06/BGM_Activity06_Monsterlyceum02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
432,末日黄昏BGM,BGM/Activity01/BGM_Activity01_Challenge03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
433,梦见v4,BGM/Activity06/BGM_Activity06_DreamLandv4.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
434,拟态新途,BGM/Activity06/BGM_Activity06_EndlessPlus01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
435,一切从种田开始,BGM/Activity07/BGM_Activity07_DoloresActivity01.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
436,一切从种田开始,BGM/Activity07/BGM_Activity07_DoloresActivity02.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
437,渊潮迷梦BGM,BGM/Activity01/BGM_Activity01_Challenge04.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
438,怪物学院2-主题,BGM/Activity08/BGM_Activity08_Monsterlyceum03.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
439,怪物学院2-变奏,BGM/Activity08/BGM_Activity08_Monsterlyceum04.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.7
440,梦见v5,BGM/Activity08/BGM_Activity08_DreamLandv5.ogg,2,2,TRUE,100,FALSE,0,1,0,0,0,0.6
501,titlecall,CV/Titlecall/Colcher_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
502,titlecall,CV/Titlecall/Akaset_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
503,titlecall,CV/Titlecall/Freesia_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
504,titlecall,CV/Titlecall/Benten_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
505,titlecall,CV/Titlecall/Asuna_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
506,titlecall,CV/Titlecall/Minerdwen_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
507,titlecall,CV/Titlecall/Netsuki_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
508,titlecall,CV/Titlecall/Lavira_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
509,titlecall,CV/Titlecall/NicoletteLamel_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
510,titlecall,CV/Titlecall/HagakureRuri_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
511,titlecall,CV/Titlecall/Virgina_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
512,titlecall,CV/Titlecall/Satya_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
513,titlecall,CV/Titlecall/NankungLin_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
514,titlecall,CV/Titlecall/Dreizehn_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
515,titlecall,CV/Titlecall/SakuyaMako_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
516,titlecall,CV/Titlecall/Aurora_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
517,titlecall,CV/Titlecall/HazukiYuki_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
518,titlecall,CV/Titlecall/Andrea_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
519,titlecall,CV/Titlecall/Juewa_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
520,titlecall,CV/Titlecall/Ennis_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
521,titlecall,CV/Titlecall/Gawana_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
522,titlecall,CV/Titlecall/Alisa_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
523,titlecall,CV/Titlecall/AmaneInori_titlecall.ogg,0,0,FALSE,100,FALSE,0,1,0,0,0,1
524,titlecall,CV/Titlecall/QuLing_titlecall.ogg,0,0,FALSE,101,FALSE,0,1,0,0,0,1
525,titlecall,CV/Titlecall/Silenus_titlecall.ogg,0,0,FALSE,101,FALSE,0,1,0,0,0,1
